code_division,label_division,code_major_group,label_major_group,code_group,label_group,code_detail,label_detail,description_detail,example,unsuitable_example
E,製造業,09,食料品製造業,099,その他の食料品製造業,0996,そう（惣）菜製造業,主として野菜，水産物，穀物，食肉等を原料とした煮物，焼物（いため物を含む），揚物，蒸し物，酢の物，あえ物等の料理品を製造する事業所をいう。主な製品は，煮豆，うま煮，焼魚，たまご焼，野菜いため，きんぴら，コロッケ，カツレツ，天ぷら，フライ，しゅうまい，ぎょうざ，酢れんこん，サラダ，グラタンなどである。ただし，主として肉製品の缶詰，瓶詰，つぼ詰を製造する事業所は，小分類091［0912］に，水産缶詰・瓶詰を製造する事業所は，小分類092［0921］に，果実缶詰を製造する事業所は，小分類093［0931］に分類される。,"['そう（惣）菜製造業', '和風そう（惣）菜製造業', '洋風そう（惣）菜製造業', '中華そう（惣）菜製造業']","['つくだ煮製造業（水産物のもの）［0929］', 'のりつくだ煮製造業［0929］', '海藻つくだ煮製造業［0929］', '冷凍調理食品製造業［0995］', '野菜つくだ煮製造業［0999］', '弁当製造業［0997］', 'かまぼこ製造業［0923］', '焼きちくわ製造業［0923］', '野菜缶詰製造業（瓶詰，つぼ詰を含む）［0931］', 'そう（惣）菜製造小売業［5895］']"
E,製造業,09,食料品製造業,099,その他の食料品製造業,0997,すし・弁当・調理パン製造業,主としてすし，弁当，調理パン等の調理食品の製造を行う事業所をいう。,"['すし製造業', '弁当製造業', 'サンドイッチ製造業', '調理パン製造業']","['弁当小売業（他から仕入れたもの又は作り置きのもの）［5895］', '持ち帰りすし（客の注文によって調理するもの）［7711］']"
E,製造業,09,食料品製造業,099,その他の食料品製造業,0998,レトルト食品製造業,主としてレトルト食品の製造を行う事業所をいう。,"['レトルト食品製造業', 'レトルトカレー製造業']",
E,製造業,09,食料品製造業,099,その他の食料品製造業,0999,他に分類されない食料品製造業,主として他に分類されない各種食料品の製造を行う事業所をいう。,"['パン種製造業', 'ふくらし粉製造業', 'イースト製造業', 'きのこ種菌製造', '酵母剤製造業', 'クロレラ製造（培養）業', 'しいたけ種駒製造業', 'こうじ製造業', '種こうじ製造業', '麦芽製造業', 'いり豆製造業', 'こんにゃく製造業', 'ふ・焼ふ製造業', 'ゆば製造業', '玄米乳製造業', '甘酒製造業', '納豆製造業', '即席ココア製造業', '春さめ（豆素めん）製造業', '麦茶製造業', 'はま茶製造業', 'こぶ茶製造業', 'プレミックス食品製造業', '最中かわ製造業', 'バナナ熟成加工業', '粉末ジュース製造業', 'せんべい生地製造業', '野菜つくだ煮製造業', '果糖製造業', 'もち製造業（あんもちを除く）', 'なめ味そ製造業', 'パン粉製造業', 'フラワーペースト製造業']","['もやし栽培農業［0113］', 'ウエハース製造業［0979］', '加工卵製造業（液卵，乾燥卵など）［0919］', 'コーヒー豆ばいせん（焙煎）業［1032］', '薬用酵母剤製造業［1652］']"
E,製造業,10,飲料・たばこ・飼料製造業,100,管理，補助的経済活動を行う事業所（10飲料・たばこ・飼料製造業）,1000,主として管理事務を行う本社等,主として飲料・たばこ・飼料製造業の事業所を統括する本社等として，自企業の経営を推進するための組織全体の管理統括業務，人事・人材育成，総務，財務・経理，法務，知的財産管理，企画，広報・宣伝，調査・研究開発，生産・プロジェクト管理，不動産管理，情報システム管理，保有資機材の管理，仕入・原材料購入，役務・資材調達等の現業以外の業務を行う事業所をいう。,['管理事務を行う本社・本所・本店・支社・支所'],
E,製造業,10,飲料・たばこ・飼料製造業,100,管理，補助的経済活動を行う事業所（10飲料・たばこ・飼料製造業）,1009,その他の管理，補助的経済活動を行う事業所,主として飲料・たばこ・飼料製造業における活動を促進するため，同一企業の他事業所に対して，輸送，清掃，修理・整備，保安等の支援業務を行う事業所をいう。,"['自家用車庫', '自家用修理工場', '自家用補修所', '自家用倉庫']",
E,製造業,10,飲料・たばこ・飼料製造業,101,清涼飲料製造業,1011,清涼飲料製造業,主としてアルコールを含まない飲料でサイダー，ラムネ，炭酸水，ジュース，シロップなどの清涼飲料及びし好飲料を製造する事業所をいう。主として天然炭酸水の瓶詰を行う事業所は大分類Ｉ－卸売業，小売業に分類される。,"['清涼飲料製造業', 'し好飲料製造業', 'サイダー製造業', 'ラムネ製造業', '炭酸水製造業', 'ジュース製造業', 'シロップ製造業（糖みつ製造業でないもの）', 'ミネラルウォーター製造業', '果実飲料製造業', '茶系飲料製造業', 'コーヒー飲料製造業']","['糖みつ製造業［0952］', 'ジュース原液製造業［0931］', '乳酸菌飲料製造業［0913］', '発酵乳製造業［0914］', 'はちみつ処理加工業［0919］', '粉末ジュース製造業［0999］']"
E,製造業,10,飲料・たばこ・飼料製造業,102,酒類製造業,1021,果実酒製造業,主としてぶどう，りんごなどの果実から果実酒を製造する事業所をいう。主として購入した果実酒の瓶詰を行うだけで，製造混合を行わないものは大分類Ｉ－卸売業，小売業に分類される。,"['果実酒製造業', '甘味果実酒製造業', 'りんご酒製造業', 'ぶどう酒製造業', 'いちご酒製造業', 'みかん酒製造業']",['梅酒製造業［1024］']
E,製造業,10,飲料・たばこ・飼料製造業,102,酒類製造業,1022,ビール類製造業,主としてビール及び発泡酒などを製造する事業所をいう。,"['ビール製造業', '醸造業（主としてビールを製造するもの）', '発泡酒製造業']",
E,製造業,10,飲料・たばこ・飼料製造業,102,酒類製造業,1023,清酒製造業,主として清酒を製造する事業所をいう。,"['清酒製造業', '濁酒製造業']",
E,製造業,10,飲料・たばこ・飼料製造業,102,酒類製造業,1024,蒸留酒・混成酒製造業,主として蒸留機により飲料用アルコール又は焼ちゅうなどを製造し，又はこれらを原料とし他の原料と併用して混成酒（又は再製酒）を製造する事業所をいう。主な製品は焼ちゅう，ウイスキー，ブランデーなど及び合成清酒，味りん，白酒，リキュール，薬味酒などである。,"['ウイスキー製造業', '焼ちゅう製造業', '洋酒製造業（主として混成酒を製造するもの）', 'ブランデー製造業', '合成清酒製造業', '味りん製造業（本みりんを含む）', '薬用酒製造業', '飲料用アルコール製造業', '梅酒製造業']","['果実酒製造業［1021］', '甘味果実酒製造業［1021］', '発泡酒製造業［1022］']"
E,製造業,10,飲料・たばこ・飼料製造業,103,茶・コーヒー製造業（清涼飲料を除く）,1031,製茶業,主として購入した茶生葉又は荒茶を主原料にして，荒茶又は仕上げ茶を製造する事業所をいう。,"['荒茶製造業（緑茶，紅茶）', '茶再製業（緑茶，紅茶，輸出茶）']","['はま茶製造業［0999］', 'こぶ茶製造業［0999］', '麦茶製造業［0999］', '茶系飲料製造業［1011］']"
E,製造業,10,飲料・たばこ・飼料製造業,103,茶・コーヒー製造業（清涼飲料を除く）,1032,コーヒー製造業,主としてコーヒー生豆をばいせん（焙煎），粉砕して荒びきコーヒー又はインスタントコーヒーを製造する事業所をいう。,"['荒びきコーヒー製造業', 'インスタントコーヒー製造業', 'コーヒー豆ばいせん（焙煎）業']","['即席ココア製造業［0999］', 'コーヒー飲料製造業［1011］']"
E,製造業,10,飲料・たばこ・飼料製造業,104,製氷業,1041,製氷業,主として販売用氷を製造する事業所をいう。主としてドライアイスを製造する事業所は中分類16［1623］に，また，天然氷の採取貯蔵を行うものは大分類Ｃ－鉱業，採石業，砂利採取業［0599］に分類される。,"['氷製造業（天然氷を除く）', '人造氷製造業', '冷凍業（主として氷の製造を行うもの）']",
E,製造業,10,飲料・たばこ・飼料製造業,105,たばこ製造業,1051,たばこ製造業（葉たばこ処理業を除く),主として紙巻たばこ，葉巻たばこ，きざみたばこ，パイプたばこなどを製造する事業所をいう。,['たばこ製造業'],['たばこ卸売業［5595］']
E,製造業,10,飲料・たばこ・飼料製造業,105,たばこ製造業,1052,葉たばこ処理業,主として葉たばこの処理，例えば葉たばこの再乾燥，除骨，たる詰などを行う事業所をいう。ただし，農家で行う乾燥調理などは含まれない。,['葉たばこ処理業'],
E,製造業,10,飲料・たばこ・飼料製造業,106,飼料・有機質肥料製造業,1061,配合飼料製造業,主として穀類などを原料として，家畜，家きん（禽），愛がん・観賞用動物などの配合飼料を製造する事業所をいう。,"['配合飼料製造業', '動物性たん白質混合飼料製造業', '植物性たん白質混合飼料製造業', 'フィッシュソリュブル吸着飼料製造業', '観賞魚用飼料製造業', 'ドッグフード製造業']",
E,製造業,10,飲料・たばこ・飼料製造業,106,飼料・有機質肥料製造業,1062,単体飼料製造業,主として購入した動植物性加工副産物を原料として家畜，家きん（禽），愛がん・観賞用動物などの単体飼料を製造する事業所をいう。,"['酵母飼料製造業', '魚粉飼料製造業', '羽毛粉飼料製造業', '貝殻粉飼料製造業']",
E,製造業,10,飲料・たばこ・飼料製造業,106,飼料・有機質肥料製造業,1063,有機質肥料製造業,主として動物性，植物性の肥料を製造する事業所をいう。,"['海産肥料製造業', '骨粉肥料製造業', '魚肥製造業', '植物かす肥料製造業', '腐葉土製造業', 'たい（堆）肥製造業', 'バークたい（堆）肥製造業']",
E,製造業,11,繊維工業,110,管理，補助的経済活動を行う事業所（11繊維工業）,1100,主として管理事務を行う本社等,主として繊維工業の事業所を統括する本社等として，自企業の経営を推進するための組織全体の管理統括業務，人事・人材育成，総務，財務・経理，法務，知的財産管理，企画，広報・宣伝，調査・研究開発，生産・プロジェクト管理，不動産管理，情報システム管理，保有資機材の管理，仕入・原材料購入，役務・資材調達等の現業以外の業務を行う事業所をいう。,['管理事務を行う本社・本所・本店・支社・支所'],
E,製造業,11,繊維工業,110,管理，補助的経済活動を行う事業所（11繊維工業）,1109,その他の管理，補助的経済活動を行う事業所,主として繊維工業における活動を促進するため，同一企業の他事業所に対して，輸送，清掃，修理・整備，保安等の支援業務を行う事業所をいう。,"['自家用車庫', '自家用修理工場', '自家用補修所', '自家用倉庫']",
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1111,製糸業,主として生糸を製造する事業所をいう。,"['器械生糸製造業', '座繰生糸製造業', '玉糸製造業', '野蚕糸製造業', '副蚕糸製造業']",
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1112,化学繊維製造業,主として合成繊維を製造する事業所をいう。主な製品は，レーヨン糸，強力レーヨン糸，キュプラ（銅アンモニア糸），スフ（ビスコース短繊維），アセテート長繊維，アセテート短繊維，ナイロン，ビニロン，ポリ塩化ビニリデン，ポリ塩化ビニル，ポリエステル，ポリエチレン，アクリル，ポリプロピレンなどの繊維である。,"['レーヨンフィラメント製造業', 'スフ（ビスコース短繊維）製造業', 'アセテート長繊維製造業', 'アセテート短繊維製造業', 'ナイロン繊維製造業', 'ビニロン繊維製造業', 'ポリ塩化ビニリデン繊維製造業', 'ポリ塩化ビニル繊維製造業', 'ポリエステル繊維製造業', 'ポリエチレン繊維製造業', 'アクリル繊維製造業', 'ポリプロピレン繊維製造業', 'スパンデックス（弾性繊維）製造業']",
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1113,炭素繊維製造業,主として炭素繊維を製造する事業所をいう。,['炭素繊維製造業'],
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1114,綿紡績業,主として綿から紡績糸を製造する事業所をいう。,"['綿紡績業', '落綿紡績業', '特紡紡績業']",
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1115,化学繊維紡績業,主としてスフ（ビスコース短繊維），アセテート短繊維，合成繊維短繊維などから紡績糸を製造する事業所をいう。,"['スフ紡績業', 'アセテート紡績業', '合成繊維紡績業']",
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1116,毛紡績業,主として羊毛から紡績糸を製造する事業所をいう。,"['そ（梳）毛紡績業', '紡毛紡績業', '毛紡績業']",
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1117,ねん糸製造業（かさ高加工糸を除く）,主として絹，レーヨン，綿，スフ，毛，合成繊維などの糸から，ねん糸を製造する事業所をいう。,"['絹ねん糸製造業', 'レーヨンねん糸製造業', '綿ねん糸製造業', 'スフねん糸製造業', '毛ねん糸製造業', '麻ねん糸製造業', '合成繊維ねん糸製造業', 'カタン糸製造業', '刺しゅう糸製造業', '意匠より糸製造業', '縫糸製造業', '金銀ねん糸製造業']","['抄繊紙糸製造業［1499］', '医療用縫合糸製造業［2743］', '金銀糸製造業［1159］']"
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1118,かさ高加工糸製造業,主としてアセテート，合成繊維などの糸から，かさ高加工糸（伸縮加工糸などを含む）を製造する事業所をいう。,['かさ高加工糸製造業'],"['分繊糸製造業［1159］', '金銀糸製造業［1159］', '金銀ねん糸製造業［1117］']"
E,製造業,11,繊維工業,111,製糸業，紡績業，化学繊維・ねん糸等製造業,1119,その他の紡績業,主として他に分類されない紡績糸を製造する事業所をいう。,"['絹紡績業', '亜麻紡績業', 'ちょ麻紡績業', '黄麻紡績業', '手紡績業', '和紡紡績業']",
E,製造業,11,繊維工業,112,織物業,1121,綿・スフ織物業,主として綿糸，スフ糸，合成繊維紡績糸，和紡糸などで，幅13.0㎝以上の織物を製造する事業所をいう。,"['綿織物業', 'スフ織物業', '和紡織物業', 'タオル地織物業']",['ゴム糸入織物製造業［1125］']
E,製造業,11,繊維工業,112,織物業,1122,絹・人絹織物業,主として生糸，絹紡糸，レーヨン，合成繊維長繊維などで，幅13.0㎝以上の織物を製造する事業所をいう。,"['絹織物業', '絹紡織物業', '人絹織物業']",['ゴム糸入織物製造業［1125］']
E,製造業,11,繊維工業,112,織物業,1123,毛織物業,主としてそ毛糸，紡毛糸，合成繊維紡績糸などで，幅13.0㎝以上の織物を製造する事業所をいう。,"['そ（梳）毛織物業', '紡毛織物業', '織フェルト製造業']",['ゴム糸入織物製造業［1125］']
E,製造業,11,繊維工業,112,織物業,1124,麻織物業,主として亜麻糸，ちょ麻糸，黄麻糸，合成繊維紡績糸などで，幅13.0㎝（ただし，ホース地は直径2.5㎝）以上の織物を製造する事業所をいう。,"['亜麻織物業', 'ちょ麻織物業', '黄麻織物業', 'ホース地織物業']",['ゴム糸入織物製造業［1125］']
E,製造業,11,繊維工業,112,織物業,1125,細幅織物業,主として綿糸，絹糸，麻糸，レーヨン，スフ糸，合成繊維糸などで，幅13.0㎝未満の細幅織物を製造する事業所をいう。ゴム糸入織物を製造する事業所は織幅に関係なく本分類に含まれる。,"['光輝畳縁製造業', 'リボン製造業', '織マーク製造業', 'テープ製造業', 'ゴム糸入織物製造業']",
E,製造業,11,繊維工業,112,織物業,1129,その他の織物業,主として他に分類されない幅13.0㎝以上の織物を製造する事業所をいう。,['抄繊紙織物業'],['ゴム糸入織物製造業［1125］']
E,製造業,11,繊維工業,113,ニット生地製造業,1131,丸編ニット生地製造業,主として丸編ニット生地又は丸編ニット半製品を製造する事業所をいう。主として丸編ニット製品を製造する事業所は小分類116から119に分類される。,"['丸編ニット生地製造業', '丸編ニット半製品製造業']","['丸編ニット製靴下製造業［1184］', 'ニット製アウターシャツ類製造業［1167］', 'ニット製下着製造業［1172］']"
E,製造業,11,繊維工業,113,ニット生地製造業,1132,たて編ニット生地製造業,主としてたて編ニット生地を製造する事業所をいう。主としてたて編ニット製品を製造する事業所は小分類116から119に分類される。,['たて編ニット生地製造業'],"['ニット製下着製造業［1172］', 'ニット製外衣製造業［1166］']"
E,製造業,11,繊維工業,113,ニット生地製造業,1133,横編ニット生地製造業,主として横編ニット生地又は横編ニット半製品を製造する事業所をいう。主として横編ニット製品を製造する事業所は小分類116から119に分類される。,"['横編ニット生地製造業', '横編ニット半製品製造業']","['セーター類製造業［1168］', 'ニット製手袋製造業［1185］']"
E,製造業,11,繊維工業,114,染色整理業,1141,綿・スフ・麻織物機械染色業,主として綿，スフ，麻織物及び綿，スフ，麻風合成繊維織物に機械による精練，漂白，浸染，なっ染及びその附帯加工を行う事業所をいう。,"['綿・スフ・麻織物，綿・スフ・麻風合成繊維織物機械無地染業', '綿・スフ・麻織物，綿・スフ・麻風合成繊維織物機械整理仕上業（つや出し，つや消し，起毛，防縮，防しゅう（皺），防水，柔軟，防火，シルケット，硬化，擬麻，押型，防ばい（黴），のり付け等の処理を含む）']",
E,製造業,11,繊維工業,114,染色整理業,1142,絹・人絹織物機械染色業,主として絹（絹紡を含む），レーヨン織物及び絹，レーヨン風合成繊維織物に機械による精練，漂白，浸染，なっ染及びその附帯加工を行う事業所をいう。,"['絹・レーヨン織物，絹・レーヨン風合成繊維織物機械漂白業', '絹・レーヨン織物，絹・レーヨン風合成繊維織物機械無地染業', '絹・レーヨン織物，絹・レーヨン風合成繊維織物機械なっ染業', '絹・レーヨン織物，絹・レーヨン風合成繊維織物機械整理仕上業（つや出し，つや消し，起毛，防縮，防水，防火，防しゅう（皺），柔軟，押型，のり付け等の処理を含む）']",
E,製造業,11,繊維工業,114,染色整理業,1143,毛織物機械染色整理業,主として毛織物及び毛風合成繊維織物に機械による精練，漂白，浸染，なっ染，整理仕上げ，その他の処理を行う事業所をいう。,"['毛織物・毛風合成繊維織物機械漂白業', '毛織物・毛風合成繊維織物機械無地染業', '毛織物・毛風合成繊維織物機械なっ染業', '毛織物・毛風合成繊維織物機械整理仕上業（固定，起毛，防虫，防ばい（黴）等の処理を含む）']",
E,製造業,11,繊維工業,114,染色整理業,1144,織物整理業,主として織物（毛織物及び毛風合成繊維織物を除く）に機械による幅出し，乾燥などの処理を行う事業所（専業）をいう。,"['織物幅出業', '織物乾燥業']",
E,製造業,11,繊維工業,114,染色整理業,1145,織物手加工染色整理業,主として織物に人力による精練，漂白，浸染，なっ染，その他の処理を行う事業所をいう。,"['手なっ染業（スクリーン又は板上げの方法による友禅柄，成人女子・少女服柄，スカーフ柄，マフラー柄，ネッカチーフ柄，さらさ柄，小紋柄，ふろしき柄などのなっ染を含む）', '注染業（中形，手ぬぐい染を含む）', '和ざらし（晒）業', '紋染業', '手描染業', '引染業', '印はんてん染業', '旗染業', '長板本染業', '精練・漂白業（白張を含む）', '浸染業（あい染，紅染を含む）', '手加工染色整理仕上業', '織物手加工修整業']",
E,製造業,11,繊維工業,114,染色整理業,1146,綿状繊維・糸染色整理業,主として綿状繊維及び糸に精練，漂白，染色，整理仕上げ，その他の処理を行う事業所をいう。,"['綿状繊維・糸漂白業', '綿状繊維・糸染色業', '綿状繊維・糸整理仕上業']",
E,製造業,11,繊維工業,114,染色整理業,1147,ニット・レース染色整理業,主としてニット（靴下を含む），レースに精練，漂白，染色，整理仕上げ，その他の処理を行う事業所をいう。,"['ニット・レース漂白業', 'ニット生地・同製品（靴下を含む）・編レース漂白業', 'ニット・レース染色業', 'ニット生地・同製品（靴下を含む）・編レース染色業', 'ニット・レース整理仕上業', 'ニット生地・同製品（靴下を含む）・編レース整理仕上業']",
E,製造業,11,繊維工業,114,染色整理業,1148,繊維雑品染色整理業,主としてタオル，細幅織物，組ひも，綱，網などに精練，漂白，染色，整理仕上げ，その他の処理を行う事業所をいう。,"['タオル染色整理業', '細幅織物染色整理業', '組ひも染色整理業', '綱網染色整理業']",
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1151,綱製造業,主としてマニラ麻，サイザル，やし繊維，しゅろ繊維，綿糸，合成繊維糸などで綱を製造する事業所をいう。わら縄を製造する事業所は中分類32［3281］に分類される。,"['トワイン製造業', 'ロープ製造業', 'コード製造業']",['わら縄製造業［3281］']
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1152,漁網製造業,主として綿糸，マニラトワイン，ちょ麻糸，合成繊維糸などで，漁網地を製造する事業所をいう。,"['漁網製造業', '漁網地製造業']",
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1153,網地製造業（漁網を除く）,主として綿糸，絹糸，麻糸，合成繊維糸などで，漁網以外の網地を製造する事業所をいう。,['網地製造業（漁網を除く）'],['漁網製造業［1152］']
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1154,レース製造業,主としてレースを製造する事業所をいう。,"['刺しゅうレース（エンブロイダリーレース）製造業', 'ケミカルレース製造業', 'ギュピヤーレース製造業', '編レース製造業', 'リバーレース製造業', 'ボビンカーテンレース製造業', 'トーションレース製造業', 'プレンネット製造業']",
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1155,組ひも製造業,主として綿糸，絹糸，麻糸，レーヨン，スフ糸，合成繊維糸又はゴム糸などで，組ひもを製造する事業所をいう。,"['組ひも製造業', 'さなだひも製造業', '靴ひも製造業（繊維製のもの）']",
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1156,整毛業,主として羊毛及び羊毛類似の獣毛の洗上，化炭及び毛，綿，レーヨン，スフ，合成繊維などの紡織くずの反毛を行う事業所をいう。トップを製造する事業所も本分類に含まれる。,"['整毛業', '反毛業', '洗毛化炭業', 'トップ製造業']",['獣毛整理業（羊毛，羊毛類似の毛を除く）［3299］']
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1157,フェルト・不織布製造業,主として羊毛，獣毛などを用い，ハーダー又は刺針機などにより，プレスフェルトを製造する事業所及びレーヨン，スフ，合成繊維などに化学的，機械的処理を施し，不織布を製造する事業所をいう。織フェルトを製造する事業所は小分類112［1123］に分類される。,"['プレスフェルト製造業', '乾式不織布製造業']","['織フェルト製造業［1123］', '湿式不織布製造業［1421］']"
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1158,上塗りした織物・防水した織物製造業,主として油布，タイプライタリボン，絶縁布，トレーシングクロス，ブラインドクロスなどの上塗り又は防水した織物を製造する事業所をいう。ゴム引布を製造する事業所は中分類19［1991］に分類される。,"['油布製造業', 'タイプライタリボン（ベースが布のもの）製造業', 'トレーシングクロス製造業', 'ブラインドクロス製造業', '絶縁布製造業', 'ガムテープ（ベースが布のもの）製造業', '擬革布製造業', 'アスファルトルーフィング（ベースが布のもの）製造業']","['ゴム引布・同製品製造業［1991］', '織物製ブックバインディングクロス製造業［1431］', 'ガムテープ（ベースが紙のもの）製造業［1499］']"
E,製造業,11,繊維工業,115,綱・網・レース・繊維粗製品製造業,1159,その他の繊維粗製品製造業,主として他に分類されない繊維品を製造する事業所をいう。,"['製綿業', '麻製繊業', 'べっちんせん（剪）毛業', 'コールテンせん（剪）毛業', '真綿製造業', '絹ラップ製造業', 'ペニー製造業', '分繊糸製造業', '金銀糸製造業（ねん糸を除く）', 'たて糸のり付（サイジング）業', '整経業', 'おさ（筬）通し業', 'そうこう（綜絖）通し業', 'カバードヤーン製造業', 'ジャカードカード（紋紙）製造業', '模様形製造業', '巻糸業', '電着植毛業（ベースのいかんを問わない）', 'モール製造業', 'ふさ類製造業', '巻ひも製造業', '編ひも製造業', 'よりひも製造業']","['医療用縫合糸製造業［2743］', '繊維製衛生材料製造業［1198］', '紙製生理用品製造業［1499］', '金銀ねん糸製造業［1117］']"
E,製造業,11,繊維工業,116,外衣・シャツ製造業（和式を除く）,1161,織物製成人男子・少年服製造業（不織布製及びレース製を含む）,主として織物製背広服，制服（学校服を除いた警察職員制服，消防職員制服，鉄道職員制服，自衛隊制服など），オーバーコート，スプリングコート，レインコート，ジャンパー，ズボン，ジャケットなどの織物製成人男子・少年用外衣（乳幼児用を除く）を製造する事業所をいう。織物製作業用，スポーツ用外衣及び織物製学校服を製造する事業所は細分類1165に，ニット製外衣を製造する事業所は細分類1166に分類される。また，一貫作業によってゴム引又はビニル製外衣などを製造する事業所は中分類19［1991］又は中分類18［1897］にそれぞれ分類される。,"['織物製成人男子・少年服製造業', '織物製制服製造業（学校服を除く）', '織物製外とう製造業（なめし革・毛皮製及び成人女子・少女用を除く）', '織物製成人男子・少年用ジャンパー製造業', '織物製成人男子・少年用ズボン製造業']","['織物製外衣製造業（作業用，スポーツ用のもの）［1165］', '織物製学校服製造業［1165］', 'ゴム引布製外衣製造業（一貫作業によるもの）［1991］', 'ビニル製外衣製造業（一貫作業によるもの）［1897］', 'なめし革製衣服製造業［1189］', '毛皮製衣服製造業［1189］', 'ニット製外衣製造業［1166］', 'ニット製アウターシャツ類製造業［1167］', 'セーター製造業［1168］']"
E,製造業,11,繊維工業,116,外衣・シャツ製造業（和式を除く）,1162,織物製成人女子・少女服製造業（不織布製及びレース製を含む）,主として織物製ドレス，スーツ，制服（学校服を除いた警察職員制服，消防職員制服，鉄道職員制服，自衛隊制服など），オーバーコート，スプリングコート，レインコート，ケープ，ローブ，ジャンパー，ジャケット，ブラウス，スラックス，スカートなどの織物製成人女子・少女用外衣（乳幼児用を除く）を製造する事業所をいう。織物製作業用，スポーツ用外衣及び織物製学校服を製造する事業所は細分類1165に，ニット製外衣を製造する事業所は細分類1166に，ニット製アウターシャツ類製造業は細分類1167に，セーター類製造業は細分類1168に分類される。また，一貫作業によってゴム引又はビニル製外衣などを製造する事業所は中分類19［1991］又は中分類18［1897］にそれぞれ分類される。,"['織物製成人女子・少女服製造業', '織物製成人女子・少女用外とう製造業', 'ブラウス製造業']","['織物製外衣製造業（作業用，スポーツ用のもの）［1165］', '織物製学校服製造業［1165］', 'ゴム引布製外衣製造業（一貫作業によるもの）［1991］', 'ビニル製外衣製造業（一貫作業によるもの）［1897］', 'なめし革製衣服製造業［1189］', '毛皮製衣服製造業［1189］', 'ニット製外衣製造業［1166］', 'ニット製アウターシャツ類製造業［1167］', 'セーター製造業［1168］', '織物製ワイシャツ製造業［1164］', '織物製開襟シャツ製造業［1164］', '織物製アロハシャツ製造業［1164］']"
E,製造業,11,繊維工業,116,外衣・シャツ製造業（和式を除く）,1163,織物製乳幼児服製造業（不織布製及びレース製を含む）,主として織物製オーバーオール，ロンパース，ズボン・スカートなどの乳幼児服を製造する事業所をいう。,"['織物製乳幼児服製造業', '織物製ロンパース製造業', '織物製乳幼児用ズボン・スカート製造業']",['ニット製乳幼児服製造業［1166］']
E,製造業,11,繊維工業,116,外衣・シャツ製造業（和式を除く）,1164,織物製シャツ製造業（不織布製及びレース製を含み、下着を除く）,主として織物製ワイシャツ，開襟シャツなどを製造する事業所をいう。ニット製シャツを製造する事業所は細分類1167に分類される。,"['織物製ワイシャツ製造業', '織物製開襟シャツ製造業', '織物製アロハシャツ製造業', '織物製シャツ製造業（下着を除く）']","['ニット製シャツ類製造業［1167］', '下着類製造業［117］', 'ブラウス製造業［1162］']"
E,製造業,11,繊維工業,116,外衣・シャツ製造業（和式を除く）,1165,織物製事務用・作業用・衛生用・スポーツ用衣服・学校服製造業（不織布製及びレース製を含む）,主として織物製事務用，作業用，衛生用（美容衣，助産着，看護衣，医務服，白衣など）スポーツ用（スキー服，登山服，乗馬服，狩猟服，野球服，水着類など）の衣服及び学校服（学童，中学，高校，大学生服など）を製造する事業所をいう。ニット製事務用・作業用・スポーツ用（トレーニングウエア，スキー服，野球服，水着類など）衣服（アウターシャツ類を除く）及び学校服を製造する事業所は細分類1169に分類される。,"['織物製事務服製造業', '織物製作業服製造業', '織物製衛生衣製造業', '織物製スポーツ用衣服製造業', '織物製エプロン製造業', '織物製割ぽう着製造業', '織物製学校服製造業']","['なめし革製衣服製造業［1189］', '毛皮製衣服製造業［1189］', 'ニット製事務用・作業用・スポーツ用（トレーニングウエア，スキー服，野球服，水着類など）衣服（アウターシャツ類を除く）製造業［1169］', '柔道着・剣道着製造業［1181］', 'ニット製学校服製造業［1169］']"
